,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,rcode,gcode,Value,Units,location,region,poptype
20109,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",TAFILAH,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,3,1706,4,# of benef.,At Tafilah City,South,
23270,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",AZRAQCAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,12033,# of benef,Azraq Camp,North,
23337,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",AZRAQCAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,14347,# of benef,Azraq Camp,North,
23375,EDUCATION,30/4/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",AZRAQCAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,5222,# of benef,Azraq Camp,North,
23429,EDUCATION,30/5/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",AZRAQCAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,1846,# of benef,Azraq Camp,North,
23543,EDUCATION,30/1/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",AZRAQCAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,2701,# of benef,Azraq Camp,North,
20937,EDUCATION,30/5/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,16,# of benef.,Azraq Camp Village 3,North,
21255,EDUCATION,30/7/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,3,# of staff,Azraq Camp Village 3,North,
21335,EDUCATION,30/6/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,18,# of staff,Azraq Camp Village 3,North,
21497,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,53,# of staff,Azraq Camp Village 3,North,
21506,EDUCATION,30/4/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,16,# of benef.,Azraq Camp Village 3,North,
21628,EDUCATION,30/6/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,16,# of benef.,Azraq Camp Village 3,North,
21633,EDUCATION,30/4/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,18,# of staff,Azraq Camp Village 3,North,
21744,EDUCATION,30/1/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,55,# of staff,Azraq Camp Village 3,North,
22109,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,52,# of staff,Azraq Camp Village 3,North,
22301,EDUCATION,30/5/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AZRAQCAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,18,# of staff,Azraq Camp Village 3,North,
20736,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZARQA,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,5037,# of benef,Emirati Jordanian Camp (EJC),North,
21311,EDUCATION,30/4/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZARQA,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,5025,# of benef,Emirati Jordanian Camp (EJC),North,
21312,EDUCATION,30/5/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZARQA,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,1317,# of benef,Emirati Jordanian Camp (EJC),North,
21677,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZARQA,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1712,11023,# of benef,Emirati Jordanian Camp (EJC),North,
9572,EDUCATION,30/4/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,152,# of benef.,Liwa ar Ramtha,North,
10299,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,1236,# of benef.,Liwa ar Ramtha,North,
10661,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,465,# of benef.,Liwa ar Ramtha,North,
10662,EDUCATION,30/1/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,110,# of benef.,Liwa ar Ramtha,North,
6200,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Host Community # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,WVI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,432,# of benef,Liwa Bani Ubayid,North,
6259,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Host Community # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,WVI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,432,# of benef,Liwa Bani Ubayid,North,
6437,EDUCATION,30/4/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Host Community # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,WVI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,432,# of benef,Liwa Bani Ubayid,North,
6476,EDUCATION,30/5/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Host Community # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,WVI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,432,# of benef,Liwa Bani Ubayid,North,
6508,EDUCATION,30/1/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Host Community # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,WVI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,432,# of benef,Liwa Bani Ubayid,North,
2764,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Urban/Rural Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AMMAN,,EAC,   Urban areas - ,Indirect appeal,UNICEF,Yes,2,1705,3,# of benef.,Liwa Marka,Center,
2765,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",AMMAN,,EAC,   Urban areas - ,Indirect appeal,UNICEF,Yes,2,1705,13,# of benef.,Liwa Marka,Center,
5515,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Host Community # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AMMAN,,EAC,   Urban areas - ,Indirect appeal,UNICEF,Yes,2,1705,6,# of benef.,Liwa Marka,Center,
5524,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Host Community # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AMMAN,,EAC,   Urban areas - ,Indirect appeal,UNICEF,Yes,2,1705,13,# of benef.,Liwa Marka,Center,
5543,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Urban/Rural Syrian # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,AMMAN,,EAC,   Urban areas - ,Indirect appeal,UNICEF,Yes,2,1705,4,# of benef.,Liwa Marka,Center,
5544,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Host Community # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",AMMAN,,EAC,   Urban areas - ,Indirect appeal,UNICEF,Yes,2,1705,41,# of benef,Liwa Marka,Center,
12787,EDUCATION,30/5/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",KARAK,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,3,1704,1,# of benef.,Liwa Qasabah Al Mazar,South,
12828,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",KARAK,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,3,1704,58,# of benef.,Liwa Qasabah Al Mazar,South,
13194,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",KARAK,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,3,1704,3,# of benef.,Liwa Qasabah Al Mazar,South,
6667,EDUCATION,30/1/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,269,# of benef.,Liwa Qasabat Irbid,North,
6909,EDUCATION,30/5/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,46,# of benef.,Liwa Qasabat Irbid,North,
7032,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,371,# of benef.,Liwa Qasabat Irbid,North,
7149,EDUCATION,30/6/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,25,# of benef.,Liwa Qasabat Irbid,North,
7150,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,644,# of benef.,Liwa Qasabat Irbid,North,
7151,EDUCATION,30/4/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",IRBID,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1707,13,# of benef.,Liwa Qasabat Irbid,North,
13664,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",MAAN,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,3,1709,28,# of benef.,Maan Governorate,South,
13783,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",MAAN,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,3,1709,35,# of benef.,Maan Governorate,South,
13784,EDUCATION,30/1/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",MAAN,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,3,1709,84,# of benef.,Maan Governorate,South,
18013,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",MAFRAQ,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1711,426,# of benef.,Mafraq Governorate,North,
18742,EDUCATION,30/1/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",MAFRAQ,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1711,21,# of benef.,Mafraq Governorate,North,
18864,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Urban/Rural Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",MAFRAQ,,SC Jordan,   Urban areas - ,Indirect appeal,UNICEF,No,1,1711,13,# of benef.,Mafraq Governorate,North,
18985,EDUCATION,30/1/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZAATARICAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1711,3910,# of benef,Zaatari Camp (all district),North,
18986,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,ZAATARICAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1711,4,# of benef.,Zaatari Camp (all district),North,
18987,EDUCATION,30/4/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZAATARICAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1711,3664,# of benef,Zaatari Camp (all district),North,
18988,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,ZAATARICAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1711,3,# of staff,Zaatari Camp (all district),North,
19110,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZAATARICAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1711,22451,# of benef,Zaatari Camp (all district),North,
19111,EDUCATION,30/5/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZAATARICAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1711,17170,# of benef,Zaatari Camp (all district),North,
19358,EDUCATION,28/2/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary," # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services","Camps Syrian # of boys and girls, parents, community members provided with information relevant for education and assisted with referral services",ZAATARICAMP,,SC Jordan,Camp    - ,Indirect appeal,UNICEF,No,1,1711,70469,# of benef,Zaatari Camp (all district),North,
15658,EDUCATION,30/3/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,ZAATARICAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1711,63,# of staff,Zaatari District 3,North,
15663,EDUCATION,30/6/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of female newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,ZAATARICAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1711,26,# of benef.,Zaatari District 3,North,
15680,EDUCATION,30/6/2015,Access to Inclusive Education,[REF1.1]Formal Educ Prim/Secondary, # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,Camps Syrian # of male newly recruited teachers and administrative staff mobilized to serve Syrian refugee children,ZAATARICAMP,,RI,Camp    - ,Indirect appeal,UNICEF,Yes,1,1711,25,# of staff,Zaatari District 3,North,
