,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,rcode,gcode,Value,Units,location,region,poptype
3351,HEALTH,30/3/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,AMMAN,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,23,# of staff,Amman Governorate,Center,
3352,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,AMMAN,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,12,# of staff,Amman Governorate,Center,
3353,HEALTH,30/4/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,AMMAN,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,35,# of staff,Amman Governorate,Center,
5818,HEALTH,30/5/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,AQABAH,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,17,# of staff,Aqaba Governorate,South,
5845,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,AQABAH,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,19,# of staff,Aqaba Governorate,South,
10409,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,2,# of staff,Ar-Ramtha City,North,
10410,HEALTH,30/5/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,2,# of staff,Ar-Ramtha City,North,
1532,HEALTH,30/3/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,BALQA,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,4,# of staff,As Salt City,Center,
1571,HEALTH,30/4/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,BALQA,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,6,# of staff,As Salt City,Center,
1573,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,BALQA,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,1,# of staff,As Salt City,Center,
9832,HEALTH,28/2/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,IRBID,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1707,15,# of staff,Irbid Governorate,North,
9833,HEALTH,30/3/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,IRBID,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1707,15,# of staff,Irbid Governorate,North,
9952,HEALTH,30/4/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,IRBID,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1707,15,# of staff,Irbid Governorate,North,
10071,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,IRBID,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1707,15,# of staff,Irbid Governorate,North,
10072,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,IRBID,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1707,15,# of staff,Irbid Governorate,North,
10272,HEALTH,30/5/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,IRBID,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1707,15,# of staff,Irbid Governorate,North,
12657,HEALTH,30/4/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,KARAK,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,3,1704,15,# of staff,Karak Governorate,South,
12700,HEALTH,30/3/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,KARAK,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,3,1704,15,# of staff,Karak Governorate,South,
12914,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,KARAK,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,3,1704,15,# of staff,Karak Governorate,South,
12951,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,KARAK,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,3,1704,15,# of staff,Karak Governorate,South,
13033,HEALTH,30/5/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,KARAK,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,3,1704,15,# of staff,Karak Governorate,South,
13035,HEALTH,28/2/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,KARAK,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,3,1704,15,# of staff,Karak Governorate,South,
12809,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,KARAK,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1704,7,# of staff,Karak Governorate,South,
13785,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MAAN,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1709,16,# of staff,Maan Governorate,South,
14201,HEALTH,30/5/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MADABA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1710,15,# of staff,Madaba Governorate,Center,
14268,HEALTH,30/3/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MADABA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1710,15,# of staff,Madaba Governorate,Center,
14282,HEALTH,30/4/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MADABA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1710,15,# of staff,Madaba Governorate,Center,
14293,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MADABA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1710,15,# of staff,Madaba Governorate,Center,
14294,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MADABA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1710,15,# of staff,Madaba Governorate,Center,
14361,HEALTH,28/2/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MADABA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1710,15,# of staff,Madaba Governorate,Center,
15035,HEALTH,30/4/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MAFRAQ,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1711,15,# of staff,Mafraq Governorate,North,
15047,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MAFRAQ,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1711,15,# of staff,Mafraq Governorate,North,
15394,HEALTH,30/3/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MAFRAQ,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1711,15,# of staff,Mafraq Governorate,North,
15433,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MAFRAQ,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1711,15,# of staff,Mafraq Governorate,North,
15434,HEALTH,30/5/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MAFRAQ,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1711,15,# of staff,Mafraq Governorate,North,
15638,HEALTH,28/2/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,MAFRAQ,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1711,15,# of staff,Mafraq Governorate,North,
15901,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZAATARICAMP,,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,1,# of staff,Zaatari District 5,North,
20767,HEALTH,30/4/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1712,8,# of staff,Zarqa City,North,
20879,HEALTH,30/3/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1712,6,# of staff,Zarqa City,North,
21083,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,IRD,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1712,3,# of staff,Zarqa City,North,
20750,HEALTH,30/7/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,TDHI,   Urban areas - ,Indirect appeal,None - Fund direct from Donors,Yes,1,1712,29,# of staff,Zarqa City,North,
23084,HEALTH,30/3/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1712,15,# of staff,Zarqa Governorate,North,
23123,HEALTH,28/2/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1712,15,# of staff,Zarqa Governorate,North,
23405,HEALTH,30/7/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1712,15,# of staff,Zarqa Governorate,North,
23406,HEALTH,30/5/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1712,15,# of staff,Zarqa Governorate,North,
23450,HEALTH,30/1/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1712,15,# of staff,Zarqa Governorate,North,
23557,HEALTH,30/6/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1712,15,# of staff,Zarqa Governorate,North,
23639,HEALTH,30/4/2015,Primary Health Care,[REF1.2]Improved NCD Mngt,# of Health care staff (including MoH) trained to provide NCD management,# of Health care staff (including MoH) trained to provide NCD management,ZARQA,,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,1,1712,15,# of staff,Zarqa Governorate,North,
1890,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,BALQA,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,1,# of facilities,Al Balqa Governorate,Center,
3287,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,AMMAN,,NHF-IFH,   Urban areas - ,Indirect appeal,UNHCR,Yes,2,1705,2,# of facilities,Amman Governorate,Center,
7049,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
6254,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
6329,HEALTH,28/2/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
6422,HEALTH,30/5/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
6426,HEALTH,30/8/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
6544,HEALTH,30/3/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
6545,HEALTH,30/4/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
6548,HEALTH,30/7/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
6668,HEALTH,30/6/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,MDM,"  Other[Villages, Rural areas]  - ",Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1707,1,# of facilities,Ar-Ramtha City,North,
21715,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,AZRAQCAMP,,IMC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,1,# of facilities,Azraq Camp,North,
8471,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,1,1707,1,# of facilities,Cyber City Refugee Center,North,
22426,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZARQA,,IMC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,1,# of facilities,Emirati Jordanian Camp (EJC),North,
6317,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,2,# of facilities,Irbid City,North,
12021,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,JARASH,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,No,1,1708,1,# of facilities,Jarash Governorate,North,
12513,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,KARAK,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,No,3,1704,1,# of facilities,Karak Governorate,South,
6425,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,NHF-IFH,Camp    - ,Indirect appeal,UNHCR,Yes,1,1707,1,# of facilities,King Abdullah Park Refugee Center,North,
5692,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,AMMAN,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,1,# of facilities,Liwa al Jamiah,Center,
7923,HEALTH,30/4/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,ACF,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,2,# of facilities,Liwa ar Ramtha,North,
7926,HEALTH,28/2/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,ACF,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,2,# of facilities,Liwa ar Ramtha,North,
8653,HEALTH,30/3/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,IRBID,,ACF,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,2,# of facilities,Liwa ar Ramtha,North,
5126,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,AMMAN,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,1,# of facilities,Liwa Marka,Center,
855,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,AJLOUN,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,No,1,1701,1,# of facilities,Liwa Qasabat Ajlun,North,
18544,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,MAFRAQ,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,1,# of facilities,Liwa Qasabat al Mafraq,North,
23603,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZARQA,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1712,1,# of facilities,Liwa Qasabat Az Zarqa,North,
20294,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,TAFILAH,,IMC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,No,3,1706,1,# of facilities,Tafileh Governorate,South,
15070,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZAATARICAMP,,IMC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,2,# of facilities,Zaatari Camp (all district),North,
19575,HEALTH,30/7/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZAATARICAMP,,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,1,# of facilities,Zaatari District 5,North,
19646,HEALTH,30/8/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZAATARICAMP,,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,1,# of facilities,Zaatari District 5,North,
19684,HEALTH,30/1/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZAATARICAMP,,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,1,# of facilities,Zaatari District 5,North,
19780,HEALTH,30/4/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZAATARICAMP,,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,1,# of facilities,Zaatari District 5,North,
19806,HEALTH,30/3/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZAATARICAMP,,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,1,# of facilities,Zaatari District 5,North,
19860,HEALTH,28/2/2015,Primary Health Care,[REF1.6]Mental Health Services (primary),# of facilities providing mental health services,# of facilities providing mental health services,ZAATARICAMP,,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,1,# of facilities,Zaatari District 5,North,
