,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,rcode,gcode,Value,Units,location,region,poptype
11539,HEALTH,30/3/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Girls,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,1471,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
11550,HEALTH,30/5/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Girls,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,730,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
11720,HEALTH,28/2/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Girls,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,525,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
11748,HEALTH,30/1/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Boys,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,307,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
11964,HEALTH,30/5/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Boys,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,712,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
12173,HEALTH,30/1/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Girls,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,293,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
12245,HEALTH,28/2/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Boys,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,621,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
12364,HEALTH,30/3/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Boys,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,1689,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
12610,HEALTH,30/4/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Girls,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,510,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
12727,HEALTH,30/4/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,MAFRAQ,Boys,IOM,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,530,# of benef,Liwa al Badiyah ash Shamaliyah al Gharbiyah,North,Camp
11621,HEALTH,30/5/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,11135,# of benef,Zaatari Camp (all district),North,Camp
12086,HEALTH,30/5/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,11728,# of benef,Zaatari Camp (all district),North,Camp
12125,HEALTH,30/1/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,315,# of benef,Zaatari Camp (all district),North,Camp
13093,HEALTH,30/3/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,382,# of benef,Zaatari Camp (all district),North,Camp
13094,HEALTH,30/1/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,348,# of benef,Zaatari Camp (all district),North,Camp
13095,HEALTH,30/3/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,418,# of benef,Zaatari Camp (all district),North,Camp
13096,HEALTH,30/4/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,591,# of benef,Zaatari Camp (all district),North,Camp
14633,HEALTH,28/2/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,354,# of benef,Zaatari Camp (all district),North,Camp
14634,HEALTH,30/4/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,643,# of benef,Zaatari Camp (all district),North,Camp
14753,HEALTH,28/2/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,UNICEF,Camp    - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,323,# of benef,Zaatari Camp (all district),North,Camp
14300,HEALTH,30/1/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,31,# of benef,Zaatari District 4,North,Camp
14301,HEALTH,30/1/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,31,# of benef,Zaatari District 4,North,Camp
14543,HEALTH,28/2/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,33,# of benef,Zaatari District 4,North,Camp
14786,HEALTH,28/2/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,35,# of benef,Zaatari District 4,North,Camp
11755,HEALTH,30/4/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,34,# of benef,Zaatari District 5,North,Camp
12261,HEALTH,30/3/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,33,# of benef,Zaatari District 5,North,Camp
12263,HEALTH,30/3/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,48,# of benef,Zaatari District 5,North,Camp
13358,HEALTH,28/2/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,33,# of benef,Zaatari District 5,North,Camp
13360,HEALTH,30/1/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,75,# of benef,Zaatari District 5,North,Camp
13362,HEALTH,30/5/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,50,# of benef,Zaatari District 5,North,Camp
13723,HEALTH,30/4/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,39,# of benef,Zaatari District 5,North,Camp
13725,HEALTH,30/1/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,25,# of benef,Zaatari District 5,North,Camp
14456,HEALTH,28/2/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Boys (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Boys,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,53,# of benef,Zaatari District 5,North,Camp
14457,HEALTH,30/5/2015,Primary Health Care,[REF1.1]Comm. Disease Mngt / EPI services,# of polio and/or measles doses provided,Camps Syrian Girls (Age 0-17) # of polio and/or measles doses provided,ZaatariCamp,Girls,MDM,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,Yes,1,1711,34,# of benef,Zaatari District 5,North,Camp
1634,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Women (Age 18 and above) # of antenatal care visits provided,BALQA,Women,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1702,2,# of benef,Al Balqa Governorate,Center,Host Community
1675,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,BALQA,Women,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1702,3,# of benef,Al Balqa Governorate,Center,Urban
2884,HEALTH,30/6/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1705,6,# of benef,Amman Governorate,Center,Host Community
3006,HEALTH,30/6/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1705,8,# of benef,Amman Governorate,Center,Urban
3007,HEALTH,30/6/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1705,48,# of benef,Amman Governorate,Center,Urban
3008,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1705,5,# of benef,Amman Governorate,Center,Host Community
3009,HEALTH,30/6/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1705,1,# of benef,Amman Governorate,Center,Host Community
3124,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1705,9,# of benef,Amman Governorate,Center,Urban
3125,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,Caritas,   Urban areas - ,Direct appeal,Caritas,Yes,2,1705,1,# of benef,Amman Governorate,Center,Urban
3495,HEALTH,28/2/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,JHAS,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,7,# of benef,Amman Governorate,Center,Urban
3617,HEALTH,30/1/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,JHAS,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,3,# of benef,Amman Governorate,Center,Urban
3618,HEALTH,30/4/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,JHAS,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,209,# of benef,Amman Governorate,Center,Urban
3740,HEALTH,28/2/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,JHAS,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,93,# of benef,Amman Governorate,Center,Urban
3741,HEALTH,30/3/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,JHAS,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,183,# of benef,Amman Governorate,Center,Urban
3742,HEALTH,30/1/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,JHAS,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,90,# of benef,Amman Governorate,Center,Urban
2235,HEALTH,30/3/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,4,# of benef,Amman Governorate,Center,Host Community
2236,HEALTH,30/3/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,263,# of benef,Amman Governorate,Center,Urban
2237,HEALTH,30/4/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,4,# of benef,Amman Governorate,Center,Host Community
2238,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,198,# of benef,Amman Governorate,Center,Urban
2239,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,6,# of benef,Amman Governorate,Center,Host Community
2240,HEALTH,30/4/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,2,# of benef,Amman Governorate,Center,Host Community
2241,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,12,# of benef,Amman Governorate,Center,Urban
2242,HEALTH,30/4/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,16,# of benef,Amman Governorate,Center,Urban
2243,HEALTH,30/4/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,AMMAN,Women,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,200,# of benef,Amman Governorate,Center,Urban
2244,HEALTH,30/3/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,AMMAN,Girls,NHF-IFH,   Urban areas - ,Indirect appeal,UNFPA,Yes,2,1705,13,# of benef,Amman Governorate,Center,Urban
7277,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Women (Age 18 and above) # of antenatal care visits provided,IRBID,Women,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,2,# of benef,Ar-Ramtha City,North,Host Community
7278,HEALTH,30/4/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,IRBID,Women,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,53,# of benef,Ar-Ramtha City,North,Urban
7279,HEALTH,30/1/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,IRBID,Women,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,56,# of benef,Ar-Ramtha City,North,Urban
7644,HEALTH,28/2/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,IRBID,Girls,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,5,# of benef,Ar-Ramtha City,North,Urban
7645,HEALTH,30/3/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,IRBID,Girls,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,8,# of benef,Ar-Ramtha City,North,Urban
7646,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,IRBID,Women,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,79,# of benef,Ar-Ramtha City,North,Urban
7647,HEALTH,30/1/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Host Community Women (Age 18 and above) # of antenatal care visits provided,IRBID,Women,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,2,# of benef,Ar-Ramtha City,North,Host Community
7648,HEALTH,28/2/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,IRBID,Women,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,45,# of benef,Ar-Ramtha City,North,Urban
7649,HEALTH,30/5/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,IRBID,Girls,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,1,# of benef,Ar-Ramtha City,North,Urban
8014,HEALTH,30/1/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,IRBID,Girls,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,7,# of benef,Ar-Ramtha City,North,Urban
8138,HEALTH,30/4/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Girls (Age 0-17) # of antenatal care visits provided,IRBID,Girls,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,6,# of benef,Ar-Ramtha City,North,Urban
8258,HEALTH,30/3/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,IRBID,Women,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,105,# of benef,Ar-Ramtha City,North,Urban
6932,HEALTH,30/4/2015,Primary Health Care,[REF1.3]Reproductive Health Services,# of antenatal care visits provided,Urban/Rural Syrian Women (Age 18 and above) # of antenatal care visits provided,IRBID,Women,JHAS,   Urban areas - ,Indirect appeal,UNFPA,Yes,1,1707,173,# of benef,Ar-Ramtha City,North,Urban
