,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,rcode,gcode,Value,Units,location,region,poptype
16679,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.1]Improving living conditions in Zaatar,# of people benefitting from existing shelters and associated facilities upgraded,Camps Syrian Girls (Age 0-17) # of people benefitting from existing shelters and associated facilities upgraded,AzraqCamp,Girls,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,1109,# of benef.,Azraq Camp,North,Camp
16681,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.1]Improving living conditions in Zaatar,# of people benefitting from existing shelters and associated facilities upgraded,Camps Syrian Boys (Age 0-17) # of people benefitting from existing shelters and associated facilities upgraded,AzraqCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,1069,# of benef.,Azraq Camp,North,Camp
16688,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.1]Improving living conditions in Zaatar,# of people benefitting from existing shelters and associated facilities upgraded,Camps Syrian Men (Age 18 and above) # of people benefitting from existing shelters and associated facilities upgraded,AzraqCamp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,1577,# of benef.,Azraq Camp,North,Camp
16693,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.1]Improving living conditions in Zaatar,# of people benefitting from existing shelters and associated facilities upgraded,Camps Syrian Women (Age 18 and above) # of people benefitting from existing shelters and associated facilities upgraded,AzraqCamp,Women,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,1801,# of benef.,Azraq Camp,North,Camp
16697,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.1]Improving living conditions in Zaatar,# of people benefitting from existing shelters and associated facilities upgraded,Camps Syrian Men (Age 18 and above) # of people benefitting from existing shelters and associated facilities upgraded,AzraqCamp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,1661,# of benef.,Azraq Camp,North,Camp
17288,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.1]Improving living conditions in Zaatar,# of people benefitting from existing shelters and associated facilities upgraded,Camps Syrian Boys (Age 0-17) # of people benefitting from existing shelters and associated facilities upgraded,AzraqCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,2026,# of benef.,Azraq Camp,North,Camp
17649,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.1]Improving living conditions in Zaatar,# of people benefitting from existing shelters and associated facilities upgraded,Camps Syrian Boys (Age 0-17) # of people benefitting from existing shelters and associated facilities upgraded,AzraqCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,1908,# of benef.,Azraq Camp,North,Camp
17769,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.1]Improving living conditions in Zaatar,# of people benefitting from existing shelters and associated facilities upgraded,Camps Syrian Boys (Age 0-17) # of people benefitting from existing shelters and associated facilities upgraded,AzraqCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,2136,# of benef.,Azraq Camp,North,Camp
11729,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Girls,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,224,# of benef,Zaatari Camp (all district),North,Camp
11735,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Girls,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,10,# of benef,Zaatari Camp (all district),North,Camp
12039,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Women,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,13,# of benef,Zaatari Camp (all district),North,Camp
12053,SHELTER,28/2/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Women,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,97,# of benef,Zaatari Camp (all district),North,Camp
12059,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Women,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,39,# of benef,Zaatari Camp (all district),North,Camp
12156,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Girls,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,13,# of benef,Zaatari Camp (all district),North,Camp
12157,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,15,# of benef,Zaatari Camp (all district),North,Camp
12254,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,238,# of benef,Zaatari Camp (all district),North,Camp
12280,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,41,# of benef,Zaatari Camp (all district),North,Camp
12336,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,10,# of benef,Zaatari Camp (all district),North,Camp
12408,SHELTER,28/2/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Girls,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,113,# of benef,Zaatari Camp (all district),North,Camp
12424,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Women,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,190,# of benef,Zaatari Camp (all district),North,Camp
12495,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Women (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Women,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,9,# of benef,Zaatari Camp (all district),North,Camp
12538,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,177,# of benef,Zaatari Camp (all district),North,Camp
12776,SHELTER,28/2/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Boys (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Boys,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,120,# of benef,Zaatari Camp (all district),North,Camp
13019,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Girls (Age 0-17) # of people provided with emergency shelters,ZaatariCamp,Girls,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,39,# of benef,Zaatari Camp (all district),North,Camp
13143,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,8,# of benef,Zaatari Camp (all district),North,Camp
13144,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,40,# of benef,Zaatari Camp (all district),North,Camp
13146,SHELTER,28/2/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,90,# of benef,Zaatari Camp (all district),North,Camp
13509,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.3]Provision of emergency shelters to af,# of people provided with emergency shelters,Camps Syrian Men (Age 18 and above) # of people provided with emergency shelters,ZaatariCamp,Men,NRC,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,14,# of benef,Zaatari Camp (all district),North,Camp
12083,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Girls (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Girls,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,373,# of benef,Zaatari Camp (all district),North,Camp
12677,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Girls (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Girls,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,635,# of benef,Zaatari Camp (all district),North,Camp
12678,SHELTER,28/2/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Girls (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Girls,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,659,# of benef,Zaatari Camp (all district),North,Camp
12684,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Women (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Women,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,417,# of benef,Zaatari Camp (all district),North,Camp
12685,SHELTER,28/2/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Women (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Women,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,433,# of benef,Zaatari Camp (all district),North,Camp
12686,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Boys (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Boys,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,556,# of benef,Zaatari Camp (all district),North,Camp
12687,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Boys (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Boys,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,1421,# of benef,Zaatari Camp (all district),North,Camp
12690,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Girls (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Girls,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,1603,# of benef,Zaatari Camp (all district),North,Camp
13052,SHELTER,28/2/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Boys (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Boys,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,577,# of benef,Zaatari Camp (all district),North,Camp
13053,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Girls (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Girls,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,830,# of benef,Zaatari Camp (all district),North,Camp
13395,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Men (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Men,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,933,# of benef,Zaatari Camp (all district),North,Camp
13396,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Women (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Women,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,245,# of benef,Zaatari Camp (all district),North,Camp
13397,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Women (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Women,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,545,# of benef,Zaatari Camp (all district),North,Camp
13398,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Men (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Men,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,493,# of benef,Zaatari Camp (all district),North,Camp
13764,SHELTER,28/2/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Men (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Men,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,391,# of benef,Zaatari Camp (all district),North,Camp
13765,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Men (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Men,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,221,# of benef,Zaatari Camp (all district),North,Camp
13768,SHELTER,30/5/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Boys (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Boys,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,727,# of benef,Zaatari Camp (all district),North,Camp
13769,SHELTER,30/4/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Boys (Age 0-17) # of people provided with semi-permanent shelters,ZaatariCamp,Boys,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,326,# of benef,Zaatari Camp (all district),North,Camp
14495,SHELTER,30/3/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Men (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Men,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,377,# of benef,Zaatari Camp (all district),North,Camp
14860,SHELTER,30/1/2015,Camps Adequate Shelter & Services,[REF1.4]Provision of semi-permanent shelters ,# of people provided with semi-permanent shelters,Camps Syrian Women (Age 18 and above) # of people provided with semi-permanent shelters,ZaatariCamp,Women,UNHCR,Camp    - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,1053,# of benef,Zaatari Camp (all district),North,Camp
826,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Host Community Women (Age 18 and above) # of people benefitting from sealing off kits,BALQA,Women,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,6,# of benef,Al Balqa Governorate,Center,Host Community
867,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Host Community Men (Age 18 and above) # of people benefitting from sealing off kits,BALQA,Men,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,10,# of benef,Al Balqa Governorate,Center,Host Community
868,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Men (Age 18 and above) # of people benefitting from sealing off kits,BALQA,Men,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,15,# of benef,Al Balqa Governorate,Center,Urban
887,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Host Community Boys (Age 0-17) # of people benefitting from sealing off kits,BALQA,Boys,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,7,# of benef,Al Balqa Governorate,Center,Host Community
897,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Girls (Age 0-17) # of people benefitting from sealing off kits,BALQA,Girls,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,21,# of benef,Al Balqa Governorate,Center,Urban
933,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Women (Age 18 and above) # of people benefitting from sealing off kits,BALQA,Women,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,25,# of benef,Al Balqa Governorate,Center,Urban
1182,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Boys (Age 0-17) # of people benefitting from sealing off kits,BALQA,Boys,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,25,# of benef,Al Balqa Governorate,Center,Urban
1506,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Host Community Girls (Age 0-17) # of people benefitting from sealing off kits,BALQA,Girls,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,4,# of benef,Al Balqa Governorate,Center,Host Community
1953,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Host Community Women (Age 18 and above) # of people benefitting from sealing off kits,AMMAN,Women,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,16,# of benef,Amman Governorate,Center,Host Community
1954,SHELTER,30/1/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Men (Age 18 and above) # of people benefitting from sealing off kits,AMMAN,Men,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,166,# of benef,Amman Governorate,Center,Urban
1955,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Host Community Girls (Age 0-17) # of people benefitting from sealing off kits,AMMAN,Girls,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,4,# of benef,Amman Governorate,Center,Host Community
1956,SHELTER,30/1/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Host Community Women (Age 18 and above) # of people benefitting from sealing off kits,AMMAN,Women,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,22,# of benef,Amman Governorate,Center,Host Community
1957,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Host Community Men (Age 18 and above) # of people benefitting from sealing off kits,AMMAN,Men,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,15,# of benef,Amman Governorate,Center,Host Community
2071,SHELTER,30/1/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Girls (Age 0-17) # of people benefitting from sealing off kits,AMMAN,Girls,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,141,# of benef,Amman Governorate,Center,Urban
2072,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Women (Age 18 and above) # of people benefitting from sealing off kits,AMMAN,Women,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,109,# of benef,Amman Governorate,Center,Urban
2304,SHELTER,28/2/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Boys (Age 0-17) # of people benefitting from sealing off kits,AMMAN,Boys,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,113,# of benef,Amman Governorate,Center,Urban
2310,SHELTER,30/1/2015,Urban/Rural Adequate Shelter,[REF2.2]Provision of sealing off kits,# of people benefitting from sealing off kits,Urban/Rural Syrian Boys (Age 0-17) # of people benefitting from sealing off kits,AMMAN,Boys,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,130,# of benef,Amman Governorate,Center,Urban
