,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,rcode,gcode,Value,Units,location,region,poptype
863,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AJLOUN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1701,21271.19,USD,Ajlun Governorate,North,
930,BASIC NEEDS,30/5/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AJLOUN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1701,21949.15,USD,Ajlun Governorate,North,
939,BASIC NEEDS,30/4/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AJLOUN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1701,21949.15254,USD,Ajlun Governorate,North,
956,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AJLOUN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1701,16299.44,USD,Ajlun Governorate,North,
1022,BASIC NEEDS,30/4/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,122048,USD,Al Balqa Governorate,Center,
1175,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,113291,USD,Al Balqa Governorate,Center,
1357,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,88602,USD,Al Balqa Governorate,Center,
1437,BASIC NEEDS,30/5/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,122048,USD,Al Balqa Governorate,Center,
1545,BASIC NEEDS,30/6/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,126355.93,USD,Al Balqa Governorate,Center,
1767,BASIC NEEDS,30/7/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,127033.9,USD,Al Balqa Governorate,Center,
1823,BASIC NEEDS,30/1/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,92359,USD,Al Balqa Governorate,Center,
1106,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1702,47683.62,USD,Al Balqa Governorate,Center,
1466,BASIC NEEDS,30/4/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1702,71497.17514,USD,Al Balqa Governorate,Center,
1540,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1702,66977.4,USD,Al Balqa Governorate,Center,
2142,BASIC NEEDS,30/7/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,BALQA,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1702,7045198,USD,Al Balqa Governorate,Center,
4743,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,HI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1705,8046,USD,Amman Governorate,Center,
5504,BASIC NEEDS,30/1/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,HI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1705,4023,USD,Amman Governorate,Center,
5675,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,HI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1705,8046,USD,Amman Governorate,Center,
3621,BASIC NEEDS,30/6/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,IFRC,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,2,1705,55000,USD,Amman Governorate,Center,
3626,BASIC NEEDS,30/7/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,IFRC,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,2,1705,60000,USD,Amman Governorate,Center,
3628,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,IFRC,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,2,1705,50901,USD,Amman Governorate,Center,
3630,BASIC NEEDS,30/4/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,IFRC,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,2,1705,60000,USD,Amman Governorate,Center,
3638,BASIC NEEDS,30/5/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,IFRC,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,2,1705,60000,USD,Amman Governorate,Center,
3043,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,SCI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,94540,USD,Amman Governorate,Center,
3057,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,SCI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,94540,USD,Amman Governorate,Center,
2999,BASIC NEEDS,30/1/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,844640,USD,Amman Governorate,Center,
4510,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,832542,USD,Amman Governorate,Center,
5151,BASIC NEEDS,30/7/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,966885.6,USD,Amman Governorate,Center,
5228,BASIC NEEDS,30/5/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,958905,USD,Amman Governorate,Center,
5531,BASIC NEEDS,30/6/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,967379.94,USD,Amman Governorate,Center,
5631,BASIC NEEDS,30/4/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,958905,USD,Amman Governorate,Center,
5635,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,915205,USD,Amman Governorate,Center,
5234,BASIC NEEDS,30/4/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1705,480367.2316,USD,Amman Governorate,Center,
5378,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1705,455508.47,USD,Amman Governorate,Center,
5438,BASIC NEEDS,30/5/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1705,47833333,USD,Amman Governorate,Center,
5460,BASIC NEEDS,30/7/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1705,47454802,USD,Amman Governorate,Center,
5583,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AMMAN,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,2,1705,358418.08,USD,Amman Governorate,Center,
5777,BASIC NEEDS,30/5/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,9082,USD,Aqaba Governorate,South,
5799,BASIC NEEDS,30/4/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,9082,USD,Aqaba Governorate,South,
5897,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,4590,USD,Aqaba Governorate,South,
5987,BASIC NEEDS,30/6/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,8912.43,USD,Aqaba Governorate,South,
6075,BASIC NEEDS,30/1/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,4463,USD,Aqaba Governorate,South,
6124,BASIC NEEDS,30/7/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,9124.3,USD,Aqaba Governorate,South,
6135,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,3,1703,8206,USD,Aqaba Governorate,South,
5909,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,3,1703,2570.62,USD,Aqaba Governorate,South,
5932,BASIC NEEDS,30/4/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,3,1703,4745.762712,USD,Aqaba Governorate,South,
6143,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,3,1703,4180.79,USD,Aqaba Governorate,South,
6146,BASIC NEEDS,30/6/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,AQABAH,Not Available,UNICEF,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,3,1703,449153,USD,Aqaba Governorate,South,
6631,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,39939.5,USD,Ar-Ramtha City,North,
9200,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,IRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,39939.5,USD,Irbid City,North,
10146,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,HI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,87776,USD,Irbid Governorate,North,
10840,BASIC NEEDS,30/3/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,HI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,87776,USD,Irbid Governorate,North,
11002,BASIC NEEDS,30/1/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,HI,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,43888,USD,Irbid Governorate,North,
8332,BASIC NEEDS,28/2/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,Intersos,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,36045.2,USD,Irbid Governorate,North,
8334,BASIC NEEDS,30/1/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,Intersos,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,36045.2,USD,Irbid Governorate,North,
6566,BASIC NEEDS,30/8/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,MEDAIR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,38891,USD,Irbid Governorate,North,
6804,BASIC NEEDS,30/5/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,MEDAIR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,19446,USD,Irbid Governorate,North,
6836,BASIC NEEDS,30/9/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,MEDAIR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,38891,USD,Irbid Governorate,North,
7058,BASIC NEEDS,30/7/2015,Basic HH Needs are met,"[REF1.3]Cash,Vouchers for most vuln.",Total Amount distributed in USD,Total Amount distributed this month in USD,IRBID,Not Available,MEDAIR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,38891,USD,Irbid Governorate,North,
