,sector,StartDate,Category,activity,Indicator,Indicator2,Governorate,Gender,Partner,SiteType,appeal,Fundedby,allocation,rcode,gcode,Value,Units,location,region,poptype
2544,PROTECTION,30/6/2015,Community Empowered; Services to Vuln,[REF2.1]Info on services; Participation,#agencies with operational complaints and accountability mechanisms,#agencies with operational complaints and accountability mechanisms,AMMAN,,DRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,1,# of benef,Liwa Qasabat Amman,Center,
2585,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.1]Info on services; Participation,#agencies with operational complaints and accountability mechanisms,#agencies with operational complaints and accountability mechanisms,AMMAN,,DRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,1,# of benef,Liwa Qasabat Amman,Center,
3615,PROTECTION,30/4/2015,Community Empowered; Services to Vuln,[REF2.1]Info on services; Participation,#agencies with operational complaints and accountability mechanisms,#agencies with operational complaints and accountability mechanisms,AMMAN,,DRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,1,# of benef,Liwa Qasabat Amman,Center,
5114,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.1]Info on services; Participation,#agencies with operational complaints and accountability mechanisms,#agencies with operational complaints and accountability mechanisms,AMMAN,,DRC,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,1,# of benef,Liwa Qasabat Amman,Center,
13920,PROTECTION,30/6/2015,Community Empowered; Services to Vuln,[REF2.1]Info on services; Participation,#agencies with operational complaints and accountability mechanisms,#agencies with operational complaints and accountability mechanisms,MAAN,,DRC,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,3,1709,1,# of benef,Maan City,South,
13922,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.1]Info on services; Participation,#agencies with operational complaints and accountability mechanisms,#agencies with operational complaints and accountability mechanisms,MAAN,,DRC,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,3,1709,1,# of benef,Maan City,South,
18503,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.1]Info on services; Participation,#agencies with operational complaints and accountability mechanisms,#agencies with operational complaints and accountability mechanisms,MAFRAQ,,UNHCR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1711,1,# of benef,Mafraq Governorate,North,
18734,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.1]Info on services; Participation,#agencies with operational complaints and accountability mechanisms,#agencies with operational complaints and accountability mechanisms,MAFRAQ,,UNHCR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1711,1,# of benef,Mafraq Governorate,North,
4914,PROTECTION,30/4/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,AMMAN,,CARE,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,2,1705,1,# comitte,Amman Governorate,Center,
22843,PROTECTION,30/4/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,AZRAQCAMP,,CARE,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,4,# comitte,Azraq Camp,North,
23006,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,AZRAQCAMP,,CARE,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,2,# comitte,Azraq Camp,North,
23169,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,AZRAQCAMP,,CARE,Camp    - ,Indirect appeal,UNHCR,Yes,1,1712,2,# comitte,Azraq Camp,North,
21004,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,ZARQA,,TDH,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,4,# comitte,Emirati Jordanian Camp (EJC),North,
21125,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Camps Syrian Boys (Age 15-17) # participating in Youth Committees,Camps Syrian Boys (Age 15-17) # participating in Youth Committees,ZARQA,Boys,TDH,Camp    - ,Indirect appeal,UNICEF,Yes,1,1712,20,# of benef,Emirati Jordanian Camp (EJC),North,Camp
8277,PROTECTION,30/4/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,IRBID,,CARE,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1707,1,# comitte,Irbid City,North,
6641,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,IRBID,,Intersos,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,9,# comitte,Irbid Governorate,North,
7612,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,IRBID,,Intersos,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,9,# comitte,Irbid Governorate,North,
12781,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,KARAK,,DRC,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,3,1704,1,# comitte,Karak City,South,
10154,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,IRBID,,TDH,"  Other[Villages, Rural areas]  - ",Indirect appeal,UNICEF,Yes,1,1707,1,# comitte,Liwa Bani Kinanah,North,
18805,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,MAFRAQ,,TDH,"  Other[Villages, Rural areas]  - ",Indirect appeal,UNICEF,Yes,1,1711,1,# comitte,Liwa Qasabah Sama As Sarhan,North,
5475,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,AMMAN,,DRC,"  Other[Villages, Rural areas]Urban areas - ",Indirect appeal,None - Fund direct from Donors,Yes,2,1705,1,# comitte,Liwa Qasabat Amman,Center,
14031,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,MAAN,,DRC,"  Other[Villages, Rural areas]Urban areas - ",Indirect appeal,None - Fund direct from Donors,Yes,3,1709,1,# comitte,Maan City,South,
18881,PROTECTION,30/4/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,MAFRAQ,,CARE,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1711,1,# comitte,Mafraq City,North,
16131,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,ZAATARICAMP,,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,5,# comitte,Zaatari Camp (all district),North,
16579,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,ZAATARICAMP,,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,5,# comitte,Zaatari Camp (all district),North,
16940,PROTECTION,30/4/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,ZAATARICAMP,,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,5,# comitte,Zaatari Camp (all district),North,
18027,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,ZAATARICAMP,,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,5,# comitte,Zaatari Camp (all district),North,
18147,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,ZAATARICAMP,,IRD,Camp    - ,Indirect appeal,UNHCR,Yes,1,1711,6,# comitte,Zaatari Camp (all district),North,
22445,PROTECTION,30/4/2015,Community Empowered; Services to Vuln,[REF2.2]Community Self-Mngmt,Total # of refugee committees.,Total # of refugee committees.,ZARQA,,CARE,   Urban areas - ,Appeal outside of 3RP,None - Fund direct from Donors,No,1,1712,1,# comitte,Zarqa City,North,
2130,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,BALQA,,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,23,# of case,Al Balqa Governorate,Center,
2275,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,BALQA,,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1702,22,# of case,Al Balqa Governorate,Center,
2810,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,194,# of case,Amman Governorate,Center,
2813,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,208,# of case,Amman Governorate,Center,
2816,PROTECTION,30/6/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,5,# of case,Amman Governorate,Center,
2819,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,389,# of case,Amman Governorate,Center,
2820,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,84,# of case,Amman Governorate,Center,
2822,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,111,# of case,Amman Governorate,Center,
2857,PROTECTION,30/6/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,1,# of case,Amman Governorate,Center,
2859,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,342,# of case,Amman Governorate,Center,
2868,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,235,# of case,Amman Governorate,Center,
2871,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,46,# of case,Amman Governorate,Center,
2873,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,34,# of case,Amman Governorate,Center,
2879,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,110,# of case,Amman Governorate,Center,
2894,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,27,# of case,Amman Governorate,Center,
3984,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,24,# of case,Amman Governorate,Center,
4804,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,8,# of case,Amman Governorate,Center,
4921,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,20,# of case,Amman Governorate,Center,
2355,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,4,# of case,Amman Governorate,Center,
2401,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,7,# of case,Amman Governorate,Center,
2595,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,5,# of case,Amman Governorate,Center,
2598,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,6,# of case,Amman Governorate,Center,
2709,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,AMMAN,,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,20,# of case,Amman Governorate,Center,
4404,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,AMMAN,,UNHCR,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,2,1705,2,# of case,Amman Governorate,Center,
6761,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,IRBID,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,47,# of case,Irbid Governorate,North,
6988,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,IRBID,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,151,# of case,Irbid Governorate,North,
7001,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,IRBID,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,287,# of case,Irbid Governorate,North,
7002,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,IRBID,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,112,# of case,Irbid Governorate,North,
7365,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,IRBID,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,474,# of case,Irbid Governorate,North,
7600,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,IRBID,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,408,# of case,Irbid Governorate,North,
8109,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,IRBID,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,208,# of case,Irbid Governorate,North,
8117,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,IRBID,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1707,50,# of case,Irbid Governorate,North,
11082,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,IRBID,,UNHCR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,7,# of case,Irbid Governorate,North,
11220,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,IRBID,,UNHCR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,10,# of case,Irbid Governorate,North,
11240,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,IRBID,,UNHCR,"  Other[Villages, Rural areas]Urban areas - ",Direct appeal,None - Fund direct from Donors,Yes,1,1707,1,# of case,Irbid Governorate,North,
11268,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,JARASH,,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1708,13,# of case,Jarash Governorate,North,
11276,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,JARASH,,PU-AMI,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1708,6,# of case,Jarash Governorate,North,
15492,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,65,# of case,Mafraq Governorate,North,
15573,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,9,# of case,Mafraq Governorate,North,
15827,PROTECTION,30/6/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,63,# of case,Mafraq Governorate,North,
16081,PROTECTION,30/6/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,37,# of case,Mafraq Governorate,North,
16267,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,57,# of case,Mafraq Governorate,North,
17329,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,16,# of case,Mafraq Governorate,North,
17728,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,41,# of case,Mafraq Governorate,North,
17826,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,308,# of case,Mafraq Governorate,North,
18058,PROTECTION,30/5/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,21,# of case,Mafraq Governorate,North,
18155,PROTECTION,28/2/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,144,# of case,Mafraq Governorate,North,
18448,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,290,# of case,Mafraq Governorate,North,
18556,PROTECTION,30/1/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of MHH receiving financial assistance,# of MHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,38,# of case,Mafraq Governorate,North,
18801,PROTECTION,30/7/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,184,# of case,Mafraq Governorate,North,
18887,PROTECTION,30/3/2015,Community Empowered; Services to Vuln,[REF2.3]Persons w/Special Needs,# of FHH receiving financial assistance,# of FHH receiving financial assistance,MAFRAQ,,CARE,   Urban areas - ,Direct appeal,None - Fund direct from Donors,Yes,1,1711,192,# of case,Mafraq Governorate,North,
